Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
54.0,1,25.0,3,3.0,5.0,1.0,1,3,0,0.0,20485.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
52.0,1,14.0,3,5.0,3.0,4.0,0,3,1,2.0,24810.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
41.0,1,16.0,3,4.0,4.0,2.0,1,4,0,1.0,22295.0,Company Invited,Small Business,Male,Basic,Married,Executive
50.0,1,35.0,4,5.0,5.0,5.0,0,3,0,2.0,22962.0,Company Invited,Salaried,Male,Deluxe,Single,Manager
50.0,3,9.0,2,4.0,3.0,2.0,1,4,0,0.0,17683.0,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
39.0,1,12.0,2,4.0,5.0,5.0,0,4,1,0.0,24991.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
45.0,1,17.0,3,4.0,3.0,4.0,1,3,1,2.0,25143.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
30.0,1,28.0,2,3.0,3.0,5.0,1,1,0,0.0,17132.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
31.0,3,22.0,3,3.0,3.0,3.0,0,5,1,0.0,23161.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
41.0,3,15.0,3,3.0,3.0,4.0,1,2,0,1.0,23189.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
56.0,1,9.0,4,5.0,3.0,2.0,0,5,0,1.0,21340.0,Self Enquiry,Large Business,Male,Basic,Married,Executive
32.0,3,14.0,3,5.0,3.0,5.0,0,4,1,2.0,21007.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
36.0,1,11.0,3,5.0,3.0,3.0,0,2,1,1.0,21054.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
20.0,1,5.0,2,4.0,3.0,2.0,0,3,0,0.0,18033.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
34.0,1,35.0,2,3.0,3.0,5.0,0,3,0,0.0,20429.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
33.0,1,9.0,4,4.0,4.0,3.0,0,4,0,2.0,21048.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
33.0,1,15.0,2,3.0,3.0,1.0,0,2,1,0.0,17781.0,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
36.0,1,32.0,4,4.0,4.0,3.0,1,3,1,2.0,20700.0,Company Invited,Salaried,Female,Basic,Married,Executive
38.0,1,17.0,3,4.0,5.0,2.0,1,3,1,1.0,21460.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
46.0,1,17.0,4,4.0,3.0,5.0,0,5,0,3.0,21332.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
18.0,1,20.0,2,3.0,3.0,2.0,0,5,1,0.0,16514.0,Company Invited,Small Business,Female,Basic,Single,Executive
51.0,2,11.0,2,3.0,4.0,2.0,1,3,1,1.0,29026.0,Self Enquiry,Salaried,Male,Super Deluxe,Married,AVP
31.0,3,14.0,3,4.0,4.0,2.0,0,1,0,1.0,21661.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
53.0,1,14.0,3,4.0,4.0,2.0,0,3,1,2.0,29123.0,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
30.0,1,30.0,3,3.0,3.0,2.0,0,2,0,1.0,17693.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
34.0,3,14.0,3,3.0,5.0,6.0,0,2,1,0.0,21500.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
44.0,1,9.0,4,3.0,3.0,3.0,0,2,0,2.0,21323.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
45.0,1,36.0,3,4.0,3.0,3.0,0,5,1,2.0,23219.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
41.0,1,16.0,3,4.0,3.0,2.0,0,4,1,2.0,32177.0,Company Invited,Small Business,Female,Standard,Single,Senior Manager
30.0,3,9.0,4,5.0,4.0,4.0,0,4,1,1.0,25322.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
19.0,1,8.0,2,4.0,3.0,2.0,0,5,1,0.0,16102.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
31.0,3,12.0,3,4.0,3.0,4.0,0,4,1,2.0,28097.0,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
25.0,1,16.0,3,5.0,4.0,3.0,0,5,0,2.0,21372.0,Company Invited,Salaried,Male,Basic,Married,Executive
32.0,1,7.0,3,6.0,3.0,2.0,0,3,0,1.0,23023.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
31.0,1,7.0,3,6.0,3.0,5.0,0,4,1,1.0,22511.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
42.0,1,12.0,4,5.0,5.0,8.0,0,3,1,1.0,20785.0,Company Invited,Salaried,Male,Basic,Married,Executive
33.0,1,8.0,2,3.0,3.0,1.0,0,3,0,1.0,17500.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
60.0,3,34.0,3,4.0,5.0,5.0,0,2,1,0.0,25266.0,Company Invited,Small Business,Female,Standard,Divorced,Senior Manager
34.0,1,9.0,3,4.0,3.0,2.0,0,3,0,2.0,21178.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
49.0,1,14.0,3,4.0,4.0,2.0,0,1,0,0.0,20130.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
39.0,1,15.0,2,3.0,3.0,3.0,0,4,0,1.0,34431.0,Company Invited,Salaried,Male,King,Single,VP
32.0,1,30.0,3,3.0,3.0,2.0,0,4,1,2.0,20309.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
25.0,3,17.0,4,4.0,3.0,3.0,1,2,0,3.0,22938.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
27.0,1,30.0,3,4.0,3.0,3.0,0,3,0,1.0,21564.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
40.0,1,10.0,4,5.0,3.0,2.0,0,4,0,3.0,21747.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
48.0,1,10.0,3,4.0,3.0,1.0,0,5,1,1.0,25999.0,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
42.0,3,10.0,2,3.0,5.0,1.0,0,5,1,0.0,20155.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
55.0,2,26.0,3,4.0,4.0,4.0,0,3,1,1.0,29403.0,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
32.0,1,7.0,4,5.0,5.0,3.0,0,4,0,1.0,20896.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
35.0,3,28.0,4,2.0,3.0,3.0,0,3,0,1.0,24015.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
50.0,1,8.0,3,3.0,5.0,2.0,0,5,1,1.0,32924.0,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
39.0,3,14.0,3,5.0,3.0,2.0,0,2,1,2.0,22706.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
38.0,1,9.0,2,3.0,3.0,4.0,0,3,1,1.0,17821.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
59.0,1,9.0,2,1.0,5.0,5.0,1,1,0,1.0,17670.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
42.0,1,13.0,3,1.0,4.0,7.0,1,1,0,0.0,17372.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
41.0,1,19.0,3,4.0,5.0,4.0,0,1,1,2.0,23126.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
48.0,1,7.0,4,4.0,4.0,2.0,0,5,0,1.0,30635.0,Company Invited,Small Business,Female,Standard,Married,Senior Manager
24.0,1,16.0,3,4.0,5.0,3.0,0,3,1,1.0,21178.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
41.0,1,16.0,3,4.0,3.0,5.0,0,3,1,1.0,22653.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
54.0,2,32.0,1,2.0,3.0,3.0,1,3,1,0.0,32328.0,Company Invited,Salaried,Female,Super Deluxe,Single,AVP
33.0,3,11.0,3,6.0,3.0,3.0,0,2,1,2.0,29078.0,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
45.0,1,16.0,4,4.0,5.0,3.0,1,3,1,1.0,21237.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
31.0,1,29.0,3,4.0,3.0,6.0,1,1,0,1.0,20810.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
28.0,1,7.0,3,5.0,5.0,7.0,0,3,1,1.0,22976.0,Company Invited,Large Business,Male,Deluxe,Married,Manager
27.0,3,8.0,2,1.0,3.0,1.0,0,1,0,1.0,21500.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
44.0,1,19.0,3,5.0,4.0,3.0,0,3,0,2.0,33014.0,Self Enquiry,Salaried,Male,Super Deluxe,Married,AVP
60.0,3,7.0,4,4.0,3.0,5.0,1,2,0,2.0,30582.0,Self Enquiry,Large Business,Male,Standard,Divorced,Senior Manager
49.0,1,16.0,2,3.0,5.0,1.0,1,3,0,0.0,33665.0,Company Invited,Salaried,Female,King,Single,VP
19.0,1,15.0,4,4.0,3.0,3.0,0,5,1,1.0,20582.0,Company Invited,Small Business,Male,Basic,Single,Executive
45.0,3,8.0,3,5.0,4.0,3.0,1,5,0,2.0,33824.0,Self Enquiry,Small Business,Female,King,Single,VP
31.0,3,34.0,4,4.0,3.0,2.0,0,3,1,3.0,23982.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
40.0,1,8.0,2,1.0,3.0,6.0,0,3,1,0.0,21377.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
59.0,1,9.0,3,4.0,3.0,6.0,0,1,0,1.0,21157.0,Self Enquiry,Large Business,Male,Basic,Single,Executive
39.0,3,17.0,4,5.0,3.0,2.0,1,3,1,2.0,27418.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
25.0,3,31.0,3,4.0,3.0,2.0,0,4,1,2.0,21078.0,Company Invited,Small Business,Male,Basic,Married,Executive
24.0,1,13.0,2,3.0,3.0,2.0,1,4,0,0.0,17886.0,Company Invited,Salaried,Female,Basic,Divorced,Executive
47.0,1,15.0,4,5.0,5.0,2.0,1,1,1,3.0,23293.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
41.0,1,27.0,4,4.0,3.0,6.0,0,3,1,2.0,29000.0,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
40.0,1,7.0,4,4.0,3.0,2.0,0,3,0,2.0,20910.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
39.0,1,13.0,3,5.0,3.0,3.0,0,3,0,2.0,22380.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
39.0,1,7.0,3,4.0,3.0,6.0,1,1,0,2.0,26539.0,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
49.0,3,8.0,3,4.0,4.0,3.0,0,3,1,2.0,20390.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
36.0,3,15.0,4,5.0,3.0,6.0,1,5,1,3.0,29055.0,Company Invited,Small Business,Female,Standard,Divorced,Senior Manager
40.0,3,8.0,2,3.0,4.0,1.0,0,2,0,1.0,20715.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
21.0,1,6.0,3,5.0,3.0,3.0,0,3,0,1.0,21711.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
44.0,1,28.0,4,4.0,3.0,2.0,0,4,0,3.0,20936.0,Company Invited,Small Business,Male,Basic,Divorced,Executive
55.0,1,17.0,4,4.0,5.0,8.0,1,1,0,1.0,23118.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
32.0,3,23.0,4,4.0,3.0,4.0,0,5,1,1.0,26839.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
34.0,3,29.0,4,4.0,4.0,2.0,0,1,0,1.0,24824.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
46.0,3,33.0,4,4.0,5.0,4.0,0,2,0,1.0,22964.0,Company Invited,Salaried,Female,Deluxe,Divorced,Manager
44.0,2,6.0,2,4.0,3.0,5.0,0,5,1,1.0,20985.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
33.0,1,11.0,4,5.0,3.0,3.0,0,4,1,1.0,24840.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
48.0,1,36.0,3,4.0,4.0,3.0,1,3,1,1.0,30527.0,Company Invited,Salaried,Male,Standard,Divorced,Senior Manager
30.0,1,34.0,3,3.0,3.0,2.0,0,3,0,2.0,20775.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
36.0,1,30.0,3,5.0,3.0,5.0,1,4,1,2.0,24594.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
46.0,3,8.0,3,5.0,4.0,4.0,1,5,1,2.0,31872.0,Self Enquiry,Large Business,Female,Super Deluxe,Divorced,AVP
50.0,1,26.0,2,3.0,3.0,3.0,1,4,1,1.0,26245.0,Company Invited,Small Business,Male,Super Deluxe,Married,AVP
25.0,1,30.0,3,2.0,3.0,3.0,1,4,0,1.0,21403.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
26.0,1,22.0,2,3.0,4.0,3.0,1,1,1,0.0,17373.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
34.0,1,36.0,3,5.0,3.0,3.0,0,5,1,1.0,23186.0,Company Invited,Small Business,Female,Deluxe,Single,Manager
37.0,1,31.0,3,4.0,4.0,2.0,0,3,0,1.0,24352.0,Company Invited,Salaried,Female,Deluxe,Divorced,Manager
38.0,1,13.0,2,1.0,3.0,2.0,0,3,0,0.0,17610.0,Company Invited,Salaried,Male,Basic,Married,Executive
33.0,3,26.0,4,6.0,3.0,5.0,0,3,1,3.0,28288.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
27.0,1,13.0,2,4.0,5.0,1.0,0,3,1,0.0,21811.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
33.0,3,14.0,4,4.0,3.0,6.0,0,5,1,2.0,27882.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
30.0,3,8.0,3,3.0,4.0,2.0,0,3,1,2.0,17476.0,Self Enquiry,Large Business,Male,Basic,Divorced,Executive
44.0,1,30.0,2,3.0,3.0,4.0,1,5,0,1.0,18161.0,Company Invited,Salaried,Male,Basic,Married,Executive
29.0,1,22.0,3,4.0,3.0,3.0,0,4,0,1.0,20885.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
50.0,1,25.0,4,4.0,3.0,3.0,1,2,0,2.0,25482.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
40.0,1,8.0,2,4.0,3.0,1.0,1,3,1,1.0,17342.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
42.0,2,14.0,3,4.0,3.0,7.0,0,5,1,1.0,32861.0,Company Invited,Salaried,Female,Basic,Married,Executive
44.0,1,13.0,2,4.0,3.0,4.0,0,4,0,0.0,25248.0,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
37.0,1,8.0,3,4.0,3.0,6.0,0,1,1,2.0,20163.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
20.0,3,28.0,3,5.0,4.0,3.0,1,1,1,2.0,20799.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
30.0,3,9.0,4,5.0,4.0,4.0,0,4,0,2.0,25322.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
46.0,3,9.0,2,3.0,4.0,1.0,0,4,1,0.0,31606.0,Self Enquiry,Salaried,Female,Super Deluxe,Divorced,AVP
51.0,1,9.0,2,3.0,3.0,3.0,0,4,1,1.0,28116.0,Self Enquiry,Large Business,Female,Standard,Married,Senior Manager
47.0,3,9.0,2,3.0,3.0,1.0,1,5,1,0.0,28770.0,Company Invited,Small Business,Female,Super Deluxe,Married,AVP
39.0,3,9.0,3,5.0,3.0,5.0,0,5,1,2.0,23927.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
47.0,1,25.0,3,4.0,3.0,7.0,0,3,1,1.0,29205.0,Company Invited,Small Business,Female,Standard,Divorced,Senior Manager
26.0,1,12.0,3,1.0,3.0,1.0,0,4,1,1.0,17544.0,Company Invited,Salaried,Male,Basic,Married,Executive
20.0,3,15.0,2,3.0,3.0,2.0,1,4,0,0.0,17323.0,Company Invited,Small Business,Female,Basic,Single,Executive
27.0,1,9.0,2,3.0,3.0,2.0,0,2,1,0.0,16706.0,Company Invited,Small Business,Male,Basic,Divorced,Executive
24.0,1,24.0,2,3.0,3.0,1.0,0,4,0,0.0,17774.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
35.0,1,6.0,3,3.0,5.0,5.0,0,2,0,1.0,17194.0,Company Invited,Small Business,Male,Basic,Divorced,Executive
40.0,1,10.0,2,3.0,3.0,2.0,0,5,0,1.0,34033.0,Self Enquiry,Small Business,Female,King,Divorced,VP
55.0,1,26.0,4,4.0,5.0,2.0,1,3,0,3.0,24163.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
39.0,1,13.0,4,6.0,3.0,2.0,1,2,0,3.0,24007.0,Company Invited,Small Business,Female,Deluxe,Married,Manager
36.0,1,16.0,2,3.0,5.0,1.0,1,5,1,1.0,23321.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
41.0,3,9.0,3,4.0,4.0,2.0,0,1,0,1.0,24393.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
41.0,3,8.0,2,3.0,4.0,2.0,0,3,1,0.0,31015.0,Self Enquiry,Salaried,Male,Super Deluxe,Single,AVP
36.0,1,8.0,3,3.0,3.0,5.0,0,5,1,0.0,17543.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
54.0,1,14.0,3,2.0,3.0,5.0,0,1,0,2.0,33492.0,Self Enquiry,Salaried,Male,Super Deluxe,Married,AVP
37.0,3,7.0,3,4.0,3.0,3.0,1,3,1,2.0,24879.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
60.0,3,7.0,4,4.0,3.0,5.0,1,1,1,1.0,30582.0,Self Enquiry,Large Business,Male,Standard,Married,Senior Manager
35.0,1,10.0,2,4.0,3.0,2.0,0,2,1,0.0,17376.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
28.0,1,10.0,3,5.0,3.0,2.0,0,2,0,1.0,20723.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
42.0,3,16.0,3,6.0,3.0,2.0,0,5,1,2.0,24829.0,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
38.0,3,28.0,3,4.0,3.0,7.0,0,1,1,1.0,21651.0,Company Invited,Small Business,Female,Basic,Married,Executive
36.0,1,18.0,4,5.0,5.0,4.0,1,5,1,2.0,28562.0,Company Invited,Small Business,Male,Standard,Divorced,Senior Manager
55.0,3,8.0,2,3.0,3.0,5.0,0,2,0,1.0,20160.0,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
36.0,3,16.0,2,3.0,3.0,2.0,0,1,1,1.0,24980.0,Company Invited,Small Business,Male,Standard,Single,Senior Manager
39.0,1,13.0,4,5.0,3.0,4.0,0,4,1,2.0,23999.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
52.0,1,10.0,1,3.0,3.0,3.0,0,5,1,0.0,31555.0,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
34.0,1,25.0,2,4.0,3.0,2.0,0,4,1,1.0,17929.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
29.0,1,19.0,4,4.0,3.0,3.0,1,4,1,2.0,21193.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
33.0,1,9.0,4,4.0,3.0,2.0,0,3,1,2.0,21746.0,Company Invited,Salaried,Male,Basic,Single,Executive
30.0,1,14.0,4,5.0,3.0,8.0,0,5,1,1.0,21210.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
43.0,3,8.0,3,3.0,3.0,2.0,0,3,1,2.0,20675.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
41.0,1,13.0,4,4.0,3.0,2.0,0,5,1,3.0,31915.0,Self Enquiry,Salaried,Female,Super Deluxe,Single,AVP
39.0,1,16.0,3,3.0,3.0,1.0,0,3,1,0.0,28464.0,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
31.0,3,13.0,3,1.0,3.0,5.0,0,1,1,1.0,21929.0,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
34.0,3,7.0,3,2.0,5.0,3.0,0,4,0,2.0,22715.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
27.0,1,13.0,4,2.0,3.0,2.0,0,4,1,2.0,21222.0,Company Invited,Salaried,Male,Basic,Married,Executive
38.0,1,17.0,4,3.0,3.0,5.0,0,4,1,2.0,23358.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
36.0,1,29.0,2,1.0,3.0,5.0,0,3,0,0.0,17571.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
35.0,3,26.0,4,2.0,3.0,2.0,1,1,0,1.0,23982.0,Company Invited,Small Business,Male,Deluxe,Single,Manager
30.0,1,10.0,3,4.0,5.0,3.0,1,3,0,2.0,23401.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
33.0,3,11.0,3,4.0,4.0,4.0,0,3,1,1.0,22609.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
33.0,3,14.0,2,4.0,3.0,1.0,0,2,1,1.0,17342.0,Company Invited,Salaried,Female,Basic,Single,Executive
50.0,1,34.0,3,2.0,3.0,2.0,1,2,1,2.0,18221.0,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
42.0,1,23.0,2,2.0,5.0,4.0,1,2,0,0.0,21545.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
30.0,3,34.0,3,4.0,3.0,3.0,0,3,0,1.0,26317.0,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
46.0,1,15.0,4,4.0,3.0,2.0,0,3,1,1.0,22375.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
30.0,1,30.0,3,4.0,3.0,2.0,0,3,1,1.0,20879.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
29.0,3,26.0,2,3.0,3.0,3.0,0,1,1,0.0,21931.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
28.0,1,22.0,4,5.0,5.0,2.0,0,4,1,1.0,23452.0,Company Invited,Salaried,Female,Basic,Married,Executive
32.0,1,11.0,3,2.0,4.0,1.0,1,2,1,0.0,18298.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
48.0,1,6.0,3,4.0,3.0,7.0,0,3,1,0.0,33265.0,Self Enquiry,Salaried,Male,King,Single,VP
34.0,1,6.0,3,1.0,3.0,3.0,0,2,0,0.0,18280.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
46.0,1,35.0,4,4.0,3.0,6.0,0,3,1,3.0,20810.0,Self Enquiry,Large Business,Male,Basic,Married,Executive
39.0,1,13.0,2,4.0,3.0,2.0,0,5,1,0.0,34272.0,Company Invited,Small Business,Male,King,Married,VP
30.0,1,14.0,3,1.0,5.0,1.0,1,1,0,2.0,26416.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
43.0,1,35.0,3,5.0,3.0,2.0,0,3,0,1.0,23201.0,Company Invited,Large Business,Female,Deluxe,Divorced,Manager
55.0,1,8.0,2,5.0,3.0,5.0,0,4,1,1.0,34187.0,Self Enquiry,Small Business,Female,King,Divorced,VP
33.0,1,17.0,2,4.0,3.0,4.0,0,1,0,1.0,29922.0,Self Enquiry,Small Business,Male,Standard,Single,Senior Manager
32.0,3,17.0,3,4.0,3.0,4.0,1,1,0,1.0,25261.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
44.0,1,9.0,2,3.0,3.0,5.0,1,2,1,0.0,34513.0,Self Enquiry,Salaried,Male,King,Divorced,VP
30.0,1,27.0,3,4.0,3.0,3.0,0,3,1,2.0,22490.0,Company Invited,Small Business,Male,Basic,Married,Executive
26.0,3,34.0,3,3.0,4.0,2.0,0,3,0,0.0,21272.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
57.0,1,16.0,3,4.0,3.0,2.0,0,4,0,1.0,29781.0,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
40.0,1,14.0,3,4.0,3.0,2.0,1,4,1,2.0,24094.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
27.0,3,8.0,3,5.0,4.0,3.0,1,5,1,1.0,17517.0,Self Enquiry,Small Business,Female,King,Single,VP
26.0,1,23.0,3,5.0,3.0,2.0,0,3,0,2.0,17305.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
37.0,3,15.0,3,4.0,3.0,6.0,0,3,1,2.0,23757.0,Company Invited,Large Business,Male,Deluxe,Married,Manager
54.0,3,8.0,2,4.0,3.0,7.0,0,5,1,0.0,25686.0,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
39.0,3,16.0,4,5.0,4.0,2.0,0,4,0,3.0,21577.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
